               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.019831,            0.014041,           0.0072102,             0.90179,             0.99601,             0.99466,             0.93342,            0.011709,           0.0054422,           0.0041415,            0.004852,            0.004852,            0.004852
                 158,            0.019401,            0.014212,           0.0061858,             0.89915,             0.99665,             0.99438,             0.93085,            0.011307,           0.0053047,           0.0040882,            0.004819,            0.004819,            0.004819
                 159,            0.019863,            0.015234,           0.0062904,             0.90186,             0.99916,             0.99441,             0.93764,            0.012819,           0.0054481,           0.0041331,            0.004786,            0.004786,            0.004786
                 160,            0.019256,            0.013523,            0.006244,             0.91129,             0.99462,             0.99406,             0.93304,             0.01113,           0.0054728,           0.0041905,            0.004753,            0.004753,            0.004753
                 161,            0.020062,              0.0147,           0.0064463,             0.91688,             0.99715,             0.99387,             0.93737,            0.012351,           0.0058159,           0.0042109,             0.00472,             0.00472,             0.00472
                 162,            0.019734,            0.014351,           0.0060441,             0.91947,             0.99693,             0.99474,             0.90112,            0.012747,           0.0062569,           0.0043243,            0.004687,            0.004687,            0.004687
                 163,            0.020004,            0.015404,            0.005412,             0.91681,             0.99749,              0.9947,             0.90575,            0.012092,           0.0063504,           0.0045234,            0.004654,            0.004654,            0.004654
                 164,            0.019117,            0.013241,           0.0058918,             0.91726,             0.99857,             0.99479,             0.91612,            0.011966,           0.0049886,           0.0044217,            0.004621,            0.004621,            0.004621
                 165,            0.018842,            0.014873,           0.0058069,             0.91781,             0.99889,             0.99484,             0.91679,            0.012129,           0.0050712,           0.0046316,            0.004588,            0.004588,            0.004588
                 166,            0.018753,            0.014356,           0.0052561,              0.9166,              0.9985,             0.99452,               0.933,            0.011388,           0.0050964,           0.0046571,            0.004555,            0.004555,            0.004555
                 167,              0.0189,            0.014458,           0.0066117,             0.91702,             0.99929,             0.99385,             0.92288,            0.011799,           0.0057131,           0.0049473,            0.004522,            0.004522,            0.004522
                 168,            0.019803,              0.0146,           0.0065987,             0.91535,             0.99946,             0.99394,             0.92194,             0.01172,           0.0060092,            0.004842,            0.004489,            0.004489,            0.004489
                 169,            0.019349,            0.014414,           0.0075249,             0.91791,             0.99928,             0.99434,              0.9353,            0.011439,            0.005827,           0.0044267,            0.004456,            0.004456,            0.004456
                 170,            0.018727,            0.014932,           0.0072045,             0.91511,                   1,             0.99174,             0.92595,            0.011513,           0.0058672,           0.0044863,            0.004423,            0.004423,            0.004423
                 171,            0.018742,            0.013899,           0.0064288,             0.91388,             0.99791,             0.99448,             0.92738,            0.011465,           0.0054879,           0.0043364,             0.00439,             0.00439,             0.00439
                 172,            0.018719,            0.014686,           0.0062985,              0.9065,             0.99108,             0.99138,             0.92256,            0.011678,            0.005565,           0.0043295,            0.004357,            0.004357,            0.004357
                 173,            0.018438,            0.014108,           0.0065913,             0.90301,             0.99508,             0.99409,              0.9319,            0.012052,           0.0059153,           0.0042873,            0.004324,            0.004324,            0.004324
                 174,            0.018555,            0.014562,           0.0066592,             0.90268,             0.99813,             0.99488,             0.92025,            0.012318,           0.0064302,           0.0045115,            0.004291,            0.004291,            0.004291
                 175,            0.018123,            0.014387,           0.0063013,             0.90291,             0.99265,             0.99487,             0.91056,            0.011386,           0.0068257,           0.0044232,            0.004258,            0.004258,            0.004258
                 176,            0.019041,            0.013397,            0.005655,             0.90418,             0.99199,             0.99484,             0.90981,            0.012145,            0.006784,           0.0046171,            0.004225,            0.004225,            0.004225
                 177,            0.018786,            0.014985,            0.005729,             0.90663,             0.99281,             0.99488,             0.93196,            0.011517,           0.0071156,           0.0046609,            0.004192,            0.004192,            0.004192
                 178,             0.01877,            0.012986,           0.0064238,             0.99172,             0.94295,             0.99491,             0.93446,            0.012052,           0.0061941,           0.0044583,            0.004159,            0.004159,            0.004159
                 179,            0.017606,            0.013803,           0.0059124,             0.98105,             0.96473,             0.99483,             0.93291,            0.011657,           0.0058305,           0.0042277,            0.004126,            0.004126,            0.004126
                 180,            0.017973,            0.014555,           0.0065407,             0.90641,             0.99775,             0.99485,             0.93614,            0.011587,           0.0055896,           0.0041846,            0.004093,            0.004093,            0.004093
                 181,            0.018519,             0.01384,            0.006703,             0.97751,             0.93828,             0.99486,              0.9321,            0.011848,           0.0050865,            0.003996,             0.00406,             0.00406,             0.00406
                 182,            0.018965,            0.013583,           0.0065562,             0.98254,             0.94558,             0.99473,             0.93033,            0.011881,           0.0051321,           0.0039946,            0.004027,            0.004027,            0.004027
                 183,            0.017902,             0.01259,           0.0067478,             0.98754,             0.93844,              0.9948,             0.93315,            0.011944,           0.0057296,           0.0040237,            0.003994,            0.003994,            0.003994
                 184,            0.018572,            0.013929,           0.0066539,             0.90207,             0.99502,             0.99485,             0.91473,            0.011032,           0.0055821,           0.0040479,            0.003961,            0.003961,            0.003961
                 185,            0.018335,            0.014544,           0.0059739,             0.91254,             0.99204,             0.99404,             0.91373,             0.01122,           0.0058152,            0.004167,            0.003928,            0.003928,            0.003928
                 186,             0.01866,            0.014121,           0.0067898,             0.91995,             0.99499,             0.99432,             0.92545,            0.011883,           0.0057381,           0.0043268,            0.003895,            0.003895,            0.003895
                 187,            0.017074,            0.014273,           0.0066971,             0.91346,             0.99674,             0.99189,             0.93533,            0.011643,           0.0056252,           0.0045864,            0.003862,            0.003862,            0.003862
                 188,            0.017823,            0.013473,           0.0049257,             0.91558,             0.99684,             0.98698,             0.92541,            0.011859,           0.0056858,           0.0049582,            0.003829,            0.003829,            0.003829
                 189,             0.01735,            0.013654,           0.0053829,             0.91767,             0.99753,             0.99188,             0.94078,            0.010625,           0.0053495,           0.0047418,            0.003796,            0.003796,            0.003796
                 190,            0.017726,            0.013619,           0.0059806,             0.91466,             0.99727,              0.9896,             0.94117,            0.010428,           0.0049762,           0.0042311,            0.003763,            0.003763,            0.003763
                 191,            0.017173,            0.013439,           0.0061326,              0.9147,             0.99742,             0.99402,             0.94069,            0.010429,           0.0045675,           0.0040967,             0.00373,             0.00373,             0.00373
                 192,            0.018081,            0.013189,           0.0059715,             0.91479,              0.9972,             0.99493,             0.93461,            0.010536,           0.0045994,           0.0040111,            0.003697,            0.003697,            0.003697
                 193,            0.017204,            0.013904,           0.0062564,             0.91719,             0.99877,             0.99459,             0.94125,             0.01084,           0.0046157,            0.004071,            0.003664,            0.003664,            0.003664
                 194,            0.017468,            0.014217,           0.0060131,             0.91681,              0.9975,             0.99488,             0.94851,            0.010256,           0.0046709,           0.0043441,            0.003631,            0.003631,            0.003631
                 195,            0.018647,            0.013897,           0.0067396,             0.91418,             0.99945,             0.99399,             0.95165,            0.009711,           0.0046025,           0.0042672,            0.003598,            0.003598,            0.003598
                 196,            0.017754,            0.014731,           0.0070932,             0.91384,             0.99666,             0.99172,             0.94199,            0.010484,           0.0047131,            0.004245,            0.003565,            0.003565,            0.003565
                 197,            0.017099,            0.013914,            0.006655,             0.91369,             0.99805,             0.99451,             0.93892,            0.011188,           0.0052322,           0.0045822,            0.003532,            0.003532,            0.003532
                 198,            0.018027,            0.015349,           0.0058376,             0.90907,             0.99587,               0.995,             0.94812,           0.0097915,           0.0049216,           0.0042749,            0.003499,            0.003499,            0.003499
                 199,            0.016953,            0.013235,           0.0068093,              0.9004,             0.99716,             0.99497,             0.94873,           0.0098726,            0.004704,           0.0042986,            0.003466,            0.003466,            0.003466
                 200,            0.017197,            0.012799,           0.0065167,             0.90037,             0.99868,               0.995,             0.94793,           0.0098033,           0.0048289,           0.0043412,            0.003433,            0.003433,            0.003433
                 201,            0.017131,             0.01322,           0.0063769,             0.90863,             0.99872,             0.99498,             0.94361,             0.01083,           0.0048384,           0.0043144,              0.0034,              0.0034,              0.0034
                 202,            0.017247,            0.013255,           0.0057722,             0.90709,             0.99802,             0.99491,             0.94832,            0.010379,           0.0046685,           0.0044223,            0.003367,            0.003367,            0.003367
                 203,            0.016768,            0.013875,            0.007186,             0.92033,             0.99597,             0.99492,             0.95209,            0.010504,           0.0046219,           0.0043656,            0.003334,            0.003334,            0.003334
                 204,            0.016295,            0.012232,           0.0066306,             0.99138,             0.94615,             0.99484,             0.94789,           0.0098951,           0.0046601,           0.0047795,            0.003301,            0.003301,            0.003301
                 205,            0.017005,            0.012996,           0.0069365,             0.98921,             0.95341,             0.99487,             0.94695,              0.0101,           0.0047968,           0.0045239,            0.003268,            0.003268,            0.003268
                 206,            0.018352,            0.014027,           0.0067938,             0.91944,             0.99916,             0.99498,             0.95048,            0.010173,            0.004611,           0.0046205,            0.003235,            0.003235,            0.003235
                 207,            0.016614,              0.0131,           0.0065051,              0.9132,                   1,              0.9949,             0.93781,            0.010747,           0.0053788,           0.0053466,            0.003202,            0.003202,            0.003202
                 208,            0.016572,            0.013382,           0.0056571,             0.91841,             0.99974,             0.99491,             0.93606,            0.010318,           0.0054652,           0.0050212,            0.003169,            0.003169,            0.003169
                 209,            0.016993,            0.012999,           0.0058542,             0.91972,             0.99827,             0.99492,             0.94434,           0.0096872,           0.0051154,           0.0047649,            0.003136,            0.003136,            0.003136
                 210,             0.01613,            0.011972,           0.0053731,             0.99276,             0.95936,             0.99493,             0.94317,           0.0092184,           0.0050676,           0.0043038,            0.003103,            0.003103,            0.003103
                 211,            0.016386,            0.013399,           0.0054075,             0.99285,             0.95786,             0.99487,             0.95024,           0.0095212,           0.0045459,           0.0038797,             0.00307,             0.00307,             0.00307
                 212,            0.015802,            0.012878,           0.0053533,             0.91027,             0.99046,             0.99486,             0.94719,           0.0097653,           0.0055909,           0.0039724,            0.003037,            0.003037,            0.003037
                 213,            0.016934,            0.012735,           0.0054625,             0.91769,             0.99947,             0.99492,             0.93547,           0.0094729,           0.0055657,           0.0040748,            0.003004,            0.003004,            0.003004
                 214,            0.016003,            0.011902,           0.0055941,              0.9815,             0.95839,             0.99492,             0.95249,            0.010072,           0.0050753,           0.0041094,            0.002971,            0.002971,            0.002971
                 215,            0.017233,            0.013422,           0.0070062,             0.91982,             0.99927,             0.99481,             0.94207,           0.0091721,           0.0051232,           0.0041236,            0.002938,            0.002938,            0.002938
                 216,            0.016033,            0.012387,           0.0063511,             0.92121,              0.9987,             0.99476,             0.95265,           0.0090842,           0.0044005,           0.0040732,            0.002905,            0.002905,            0.002905
                 217,            0.015778,            0.012534,           0.0062575,             0.91949,             0.99889,             0.99476,             0.94942,           0.0093131,           0.0045697,           0.0041234,            0.002872,            0.002872,            0.002872
                 218,            0.017044,            0.013359,           0.0068523,             0.91902,             0.99906,             0.99469,             0.95074,           0.0097448,           0.0043623,           0.0042049,            0.002839,            0.002839,            0.002839
                 219,            0.016901,            0.012834,           0.0065982,             0.91732,             0.99917,             0.99487,             0.95918,           0.0093746,           0.0043289,           0.0040522,            0.002806,            0.002806,            0.002806
                 220,            0.016774,            0.013391,           0.0074901,             0.91781,             0.99909,             0.99182,             0.95423,           0.0091444,           0.0047553,           0.0042427,            0.002773,            0.002773,            0.002773
                 221,            0.015523,            0.013231,           0.0065333,             0.91782,             0.99936,             0.99159,             0.95074,           0.0092722,           0.0044306,           0.0040794,             0.00274,             0.00274,             0.00274
                 222,            0.015901,            0.012318,           0.0055002,              0.9179,             0.99838,             0.99476,             0.95135,           0.0095112,           0.0042746,           0.0038848,            0.002707,            0.002707,            0.002707
                 223,             0.01557,            0.012344,           0.0056815,             0.91987,             0.99938,               0.995,             0.95441,           0.0090737,           0.0043019,           0.0038212,            0.002674,            0.002674,            0.002674
                 224,            0.015768,            0.012118,           0.0053152,             0.98172,              0.9703,               0.995,             0.95367,           0.0089438,           0.0042266,           0.0037582,            0.002641,            0.002641,            0.002641
                 225,            0.015622,            0.012541,           0.0058247,             0.98848,             0.97262,               0.995,             0.94638,           0.0097159,           0.0044811,           0.0037556,            0.002608,            0.002608,            0.002608
                 226,            0.015573,            0.013475,           0.0064264,             0.98269,             0.96325,               0.995,             0.95726,           0.0094799,           0.0043554,           0.0037679,            0.002575,            0.002575,            0.002575
                 227,             0.01587,            0.012546,           0.0055333,             0.91195,             0.99663,               0.995,             0.95196,           0.0096849,            0.004631,           0.0039058,            0.002542,            0.002542,            0.002542
                 228,            0.015018,             0.01273,           0.0066111,             0.91805,             0.99268,               0.995,              0.9511,           0.0095084,             0.00544,           0.0040274,            0.002509,            0.002509,            0.002509
                 229,            0.016635,             0.01302,           0.0062006,             0.91978,             0.99881,               0.995,             0.95447,           0.0096024,            0.006274,           0.0040516,            0.002476,            0.002476,            0.002476
                 230,             0.01528,             0.01307,           0.0053725,             0.91835,              0.9967,             0.99491,             0.94644,           0.0098498,           0.0064896,           0.0042291,            0.002443,            0.002443,            0.002443
                 231,            0.014166,            0.011549,            0.005013,              0.9199,             0.99767,             0.99497,             0.96027,           0.0091017,           0.0056296,           0.0040818,             0.00241,             0.00241,             0.00241
                 232,            0.014759,            0.011999,           0.0060989,               0.988,             0.97398,             0.99498,             0.96653,           0.0085725,           0.0044042,           0.0039818,            0.002377,            0.002377,            0.002377
                 233,            0.014937,            0.012281,           0.0068531,             0.98891,             0.99491,             0.99495,             0.96158,           0.0088446,           0.0043732,           0.0038373,            0.002344,            0.002344,            0.002344
                 234,            0.015832,            0.013964,           0.0062046,             0.99246,             0.98871,             0.99494,             0.96559,           0.0085796,           0.0044126,           0.0038204,            0.002311,            0.002311,            0.002311
                 235,            0.014991,            0.011803,           0.0064339,             0.99257,             0.96475,              0.9949,             0.96065,           0.0086027,           0.0041923,           0.0038585,            0.002278,            0.002278,            0.002278
                 236,            0.014412,            0.011731,           0.0049599,             0.99271,             0.95187,              0.9949,             0.95714,           0.0089234,           0.0040587,           0.0038887,            0.002245,            0.002245,            0.002245
                 237,            0.015152,            0.011664,           0.0059145,             0.98273,             0.95121,              0.9949,              0.9501,           0.0091695,           0.0042263,           0.0038682,            0.002212,            0.002212,            0.002212
                 238,            0.015964,               0.012,            0.006249,             0.98272,             0.95022,             0.99494,             0.96491,           0.0086962,           0.0040584,           0.0038207,            0.002179,            0.002179,            0.002179
                 239,             0.01468,            0.011687,           0.0057243,             0.90483,             0.99889,             0.99494,             0.96488,           0.0091437,           0.0050967,            0.004186,            0.002146,            0.002146,            0.002146
                 240,            0.016373,            0.011702,           0.0062549,             0.90466,             0.99776,             0.99495,             0.95868,            0.009094,           0.0049148,             0.00408,            0.002113,            0.002113,            0.002113
                 241,            0.015133,            0.012513,           0.0052865,             0.90577,               0.998,             0.99497,             0.95978,           0.0092553,           0.0050529,           0.0039811,             0.00208,             0.00208,             0.00208
                 242,             0.01542,            0.013263,           0.0068356,             0.98504,             0.96549,             0.99499,             0.94978,           0.0098502,           0.0057168,           0.0039263,            0.002047,            0.002047,            0.002047
                 243,            0.014033,            0.011658,           0.0055919,             0.98779,             0.96161,             0.99494,              0.9549,           0.0089633,           0.0055636,           0.0038901,            0.002014,            0.002014,            0.002014
                 244,            0.015601,            0.013334,           0.0071432,             0.97452,             0.98781,             0.99493,             0.95944,            0.008709,           0.0052486,           0.0038185,            0.001981,            0.001981,            0.001981
                 245,            0.014982,             0.01236,           0.0065875,             0.98547,             0.97802,             0.99497,             0.94831,           0.0090029,           0.0050353,           0.0038099,            0.001948,            0.001948,            0.001948
                 246,            0.014639,            0.012865,           0.0061573,              0.9939,             0.98086,               0.995,              0.9515,           0.0087372,           0.0051352,           0.0040279,            0.001915,            0.001915,            0.001915
                 247,            0.013707,            0.012123,           0.0062192,             0.98678,             0.95948,             0.99495,             0.95663,           0.0093416,           0.0050838,           0.0039818,            0.001882,            0.001882,            0.001882
                 248,            0.015154,            0.012751,           0.0061916,             0.98599,             0.94548,             0.99494,             0.95832,           0.0083608,           0.0044725,           0.0038297,            0.001849,            0.001849,            0.001849
                 249,            0.014221,            0.011945,           0.0052416,             0.99283,             0.97646,             0.99494,             0.95628,           0.0085604,           0.0046217,             0.00373,            0.001816,            0.001816,            0.001816
                 250,            0.014882,            0.013078,           0.0053021,             0.99229,             0.98861,             0.99488,             0.95647,           0.0090867,           0.0045986,           0.0036744,            0.001783,            0.001783,            0.001783
                 251,            0.013514,            0.011804,           0.0061527,             0.98388,             0.99344,             0.99484,             0.96517,           0.0085665,           0.0041123,           0.0036112,             0.00175,             0.00175,             0.00175
                 252,            0.014724,            0.012595,           0.0067361,             0.98247,             0.99261,             0.99484,              0.9684,           0.0078713,           0.0037502,           0.0036262,            0.001717,            0.001717,            0.001717
                 253,            0.014716,            0.012384,           0.0066721,             0.98195,             0.99746,             0.99488,             0.96718,            0.008143,           0.0037406,            0.003745,            0.001684,            0.001684,            0.001684
                 254,            0.013496,            0.012039,           0.0059069,             0.99331,             0.99567,             0.99491,             0.97084,            0.008439,           0.0035162,           0.0037794,            0.001651,            0.001651,            0.001651
                 255,            0.014946,            0.012456,           0.0067754,             0.98703,             0.99359,             0.99487,             0.96197,           0.0085074,           0.0045955,           0.0039264,            0.001618,            0.001618,            0.001618
                 256,            0.013548,            0.011359,           0.0056754,              0.9855,             0.99062,             0.99486,             0.96179,           0.0082685,            0.004188,           0.0038716,            0.001585,            0.001585,            0.001585
                 257,             0.01402,            0.011057,           0.0059566,             0.97699,             0.99317,             0.99486,             0.96127,           0.0084828,           0.0037313,           0.0038125,            0.001552,            0.001552,            0.001552
                 258,            0.013956,            0.012193,           0.0058116,             0.98126,             0.99056,              0.9948,             0.97191,           0.0084976,           0.0037726,            0.003683,            0.001519,            0.001519,            0.001519
                 259,            0.014287,            0.011977,           0.0067551,             0.98195,             0.98638,             0.99478,             0.97066,           0.0080557,           0.0040326,           0.0037965,            0.001486,            0.001486,            0.001486
                 260,            0.015174,            0.013077,           0.0069334,             0.97768,             0.99061,             0.99479,             0.97463,           0.0083551,            0.003907,           0.0037996,            0.001453,            0.001453,            0.001453
                 261,            0.013505,            0.011951,           0.0059874,             0.96668,             0.98535,             0.99485,             0.97243,           0.0081443,           0.0039488,           0.0038369,             0.00142,             0.00142,             0.00142
                 262,            0.013696,            0.012063,           0.0061054,             0.96668,             0.97005,             0.99485,              0.9717,           0.0087971,           0.0036339,           0.0038693,            0.001387,            0.001387,            0.001387
                 263,            0.014423,            0.011276,           0.0066034,             0.97474,             0.97696,             0.99485,             0.96532,           0.0083997,            0.003562,           0.0039765,            0.001354,            0.001354,            0.001354
                 264,            0.015271,            0.012482,           0.0070155,             0.98451,             0.97907,             0.99487,             0.97044,           0.0081049,           0.0037861,           0.0038194,            0.001321,            0.001321,            0.001321
                 265,            0.013612,            0.011588,           0.0057418,             0.98553,             0.98519,             0.99484,             0.97459,           0.0082092,           0.0045733,            0.003919,            0.001288,            0.001288,            0.001288
                 266,            0.013747,             0.01206,           0.0061834,             0.98284,             0.98224,             0.99479,             0.96957,           0.0081877,            0.004848,           0.0040571,            0.001255,            0.001255,            0.001255
                 267,            0.013673,             0.01195,           0.0060203,             0.98575,             0.97676,             0.99483,             0.97093,           0.0081611,           0.0043999,           0.0038877,            0.001222,            0.001222,            0.001222
                 268,            0.013964,            0.012021,           0.0069124,             0.98236,             0.97333,             0.99484,             0.97233,           0.0083753,           0.0042053,           0.0038474,            0.001189,            0.001189,            0.001189
                 269,             0.01313,            0.010844,           0.0054993,             0.98214,             0.96892,             0.99486,             0.97454,           0.0079611,           0.0040876,            0.003792,            0.001156,            0.001156,            0.001156
                 270,            0.014557,            0.011463,            0.006476,             0.96661,             0.96647,             0.99484,             0.97574,           0.0080179,           0.0039113,            0.003734,            0.001123,            0.001123,            0.001123
                 271,            0.013746,            0.011633,           0.0067686,             0.96691,              0.9537,              0.9948,             0.97111,           0.0083276,           0.0036669,            0.003755,             0.00109,             0.00109,             0.00109
                 272,              0.0143,            0.012416,           0.0076575,              0.9713,             0.95743,             0.99487,              0.9723,           0.0085071,           0.0036798,           0.0037514,            0.001057,            0.001057,            0.001057
                 273,            0.014202,            0.012353,             0.00708,             0.96898,             0.97384,             0.99485,              0.9679,           0.0083872,           0.0035229,           0.0037508,            0.001024,            0.001024,            0.001024
                 274,            0.013435,            0.011383,            0.005841,             0.95894,             0.99304,              0.9948,             0.97111,           0.0087797,           0.0033717,           0.0036919,            0.000991,            0.000991,            0.000991
                 275,            0.013332,            0.011519,           0.0054475,             0.96608,             0.99638,             0.99479,             0.96945,           0.0084714,           0.0037052,           0.0036752,            0.000958,            0.000958,            0.000958
                 276,            0.012789,            0.010964,           0.0054187,             0.96645,             0.99761,             0.99483,             0.97334,           0.0078001,           0.0039624,           0.0036801,            0.000925,            0.000925,            0.000925
                 277,            0.013871,            0.012153,           0.0063977,              0.9674,             0.99144,             0.99481,             0.97782,           0.0076373,           0.0042832,           0.0037041,            0.000892,            0.000892,            0.000892
                 278,            0.014204,            0.011591,            0.006788,             0.96813,             0.98952,             0.99484,             0.97573,           0.0074565,           0.0048045,           0.0036841,            0.000859,            0.000859,            0.000859
                 279,            0.013566,            0.011953,           0.0063957,              0.9684,             0.99252,             0.99487,              0.9727,           0.0074769,           0.0050719,           0.0037061,            0.000826,            0.000826,            0.000826
                 280,             0.01318,            0.011397,           0.0059735,             0.97071,             0.99248,             0.99487,              0.9738,           0.0073623,           0.0049527,           0.0037543,            0.000793,            0.000793,            0.000793
                 281,            0.014336,            0.011194,           0.0071817,              0.9722,              0.9899,             0.99486,             0.97196,           0.0073716,           0.0043336,           0.0037418,             0.00076,             0.00076,             0.00076
                 282,            0.013685,             0.01117,           0.0063021,             0.97081,             0.99285,             0.99487,             0.96881,           0.0073979,           0.0041038,            0.003779,            0.000727,            0.000727,            0.000727
                 283,            0.012457,            0.011017,           0.0062995,             0.97046,             0.99234,              0.9949,              0.9707,           0.0074326,           0.0037966,           0.0037522,            0.000694,            0.000694,            0.000694
                 284,            0.013826,            0.010539,           0.0055747,             0.97387,             0.99052,             0.99486,             0.97224,           0.0074701,           0.0036959,            0.003794,            0.000661,            0.000661,            0.000661
                 285,            0.012549,            0.010593,           0.0053041,             0.97696,             0.99162,             0.99486,             0.97454,           0.0075229,           0.0036002,           0.0038027,            0.000628,            0.000628,            0.000628
                 286,            0.013132,            0.011386,             0.00538,             0.97426,              0.9915,             0.99486,             0.97628,           0.0074346,           0.0035174,           0.0038358,            0.000595,            0.000595,            0.000595
                 287,            0.013028,            0.011597,            0.005675,             0.97922,             0.98505,             0.99485,             0.97647,           0.0074199,            0.003428,           0.0038135,            0.000562,            0.000562,            0.000562
                 288,            0.014269,            0.011834,           0.0071863,             0.98244,             0.98734,             0.99486,             0.97569,           0.0072953,           0.0032486,           0.0037468,            0.000529,            0.000529,            0.000529
                 289,            0.012648,            0.011329,           0.0054295,             0.98277,             0.99548,             0.99491,             0.97774,           0.0072921,           0.0032249,           0.0037103,            0.000496,            0.000496,            0.000496
                 290,            0.012501,            0.010688,           0.0055587,             0.98561,             0.99442,             0.99497,              0.9778,           0.0073009,           0.0033045,           0.0037144,            0.000463,            0.000463,            0.000463
                 291,            0.012779,            0.010736,           0.0057545,             0.98578,             0.99157,             0.99498,             0.98079,           0.0073787,           0.0031707,           0.0037476,             0.00043,             0.00043,             0.00043
                 292,             0.01308,            0.010317,           0.0058219,             0.98302,             0.99323,             0.99495,             0.97889,           0.0074082,            0.003101,           0.0037738,            0.000397,            0.000397,            0.000397
                 293,            0.011739,            0.011445,           0.0053951,             0.98219,             0.99184,             0.99494,             0.97676,           0.0073586,           0.0031965,           0.0038037,            0.000364,            0.000364,            0.000364
                 294,            0.013104,             0.01142,           0.0059698,             0.98216,             0.99169,             0.99495,             0.97777,           0.0072702,           0.0031916,           0.0037693,            0.000331,            0.000331,            0.000331
                 295,            0.011983,            0.010389,           0.0055565,              0.9828,             0.98822,             0.99498,             0.97861,           0.0073479,           0.0032697,           0.0037197,            0.000298,            0.000298,            0.000298
                 296,            0.013045,            0.010348,           0.0063812,             0.98288,             0.99022,             0.99497,              0.9766,           0.0074977,           0.0035546,           0.0036879,            0.000265,            0.000265,            0.000265
                 297,            0.012351,            0.011842,           0.0057449,             0.98241,             0.99215,             0.99497,             0.97527,           0.0074191,           0.0038237,           0.0036623,            0.000232,            0.000232,            0.000232
                 298,            0.012126,            0.010209,           0.0061654,             0.98268,             0.99231,             0.99495,             0.97749,           0.0074085,           0.0038477,           0.0036452,            0.000199,            0.000199,            0.000199
                 299,            0.013678,            0.011672,           0.0074085,             0.98254,             0.98981,             0.99495,             0.97741,           0.0072933,            0.003824,           0.0036315,            0.000166,            0.000166,            0.000166
